293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293, 293,
293, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 195, 255, 255, 255, 255, 195, 255, 255, 195, 255, 255, 255, 255, 255, 255, 255, 255, 195, 255, 255, 195, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 293,
293, 255, 257, 255, 255, 268, 255, 255, 255, 255, 257, 255, 255, 177, 255, 255, 268, 255, 177, 255, 255, 177, 255, 255, 195, 255, 255, 195, 255, 255, 177, 257, 255, 177, 255, 255, 195, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 293,
293, 255, 255, 255, 255, 255, 255, 255, 257, 255, 255, 255, 255, 177, 255, 255, 255, 255, 177, 255, 255, 177, 255, 255, 177, 255, 255, 177, 255, 255, 177, 255, 255, 177, 268, 255, 177, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 293,
293, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 268, 255, 177, 255, 255, 255, 177, 177, 255, 255, 177, 255, 255, 177, 255, 257, 177, 255, 255, 177, 257, 255, 177, 257, 255, 177, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 293,
293, 255, 255, 255, 257, 255, 255, 255, 255, 255, 255, 255, 255, 177, 255, 255, 255, 177, 177, 255, 255, 177, 255, 255, 177, 255, 268, 177, 255, 255, 177, 255, 255, 177, 255, 255, 177, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 293,
293, 255, 255, 255, 255, 255, 257, 255, 255, 255, 255, 268, 255, 177, 255, 255, 255, 268, 177, 255, 255, 177, 268, 255, 177, 255, 255, 177, 257, 255, 177, 255, 255, 177, 255, 257, 177, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 293,
293, 255, 255, 268, 255, 255, 255, 255, 255, 255, 255, 255, 255, 177, 255, 255, 255, 255, 177, 255, 255, 177, 255, 255, 177, 255, 255, 177, 255, 255, 177, 255, 255, 177, 255, 255, 177, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 293,
293, 255, 255, 255, 255, 255, 255, 255, 257, 255, 255, 255, 255, 177, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 177, 255, 255, 177, 255, 255, 255, 255, 255, 255, 255, 255, 177, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 293,
293, 255, 255, 255, 255, 255, 255, 268, 255, 255, 255, 257, 255, 255, 111, 112, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 293,
